vehicle_id,date,hour,minute,latitude,longitude,tire_pressure,speed,temperature,gas_composition
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,24,15.4053048,-91.7142051,18070.46,185.8,5.36,Green
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,25,6.129226,102.236216,12329.13,264.8,28.18,Puce
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,26,-8.5294459,119.0109502,13301.391,47.4,3.82,Green
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,27,59.8863041,29.9085976,10543.427,286.2,5.3,Maroon
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,28,54.0297214,28.0892299,14565.844,269.1,31.19,Teal
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,29,55.6967262,39.2331589,15211.381,274.2,39.29,Purple
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,30,7.6447222,149.4208333,4035.918,294.7,-8.25,Purple
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,31,42.9895326,131.8411237,3914.634,167.6,24.91,Fuscia
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,32,55.6942718,74.3214928,13474.821,221.1,-9.11,Khaki
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,33,38.430793,100.812859,750.106,106.5,17.87,Indigo
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,34,41.0490009,39.513623,11325.001,157.9,0.91,Crimson
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,35,62.6571846,26.0472266,3598.447,159.3,27.45,Crimson
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,36,15.1539332,-87.8721602,11346.493,190.0,8.49,Mauv
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,37,57.7311038,12.0586612,18059.776,20.2,-2.16,Teal
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,38,60.3448681,17.4966539,14181.513,281.9,19.21,Indigo
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,39,29.306756,120.07514,9057.801,159.2,7.51,Maroon
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,40,40.417358,117.500558,11505.682,178.2,10.48,Green
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,41,10.3696393,-66.9571026,12820.516,35.4,4.39,Goldenrod
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,42,31.03094,103.183075,1314.934,22.5,32.19,Red
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,43,34.014215,105.298756,12460.738,231.2,26.25,Aquamarine
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,44,48.8610504,2.3237084,432.326,249.5,18.08,Turquoise
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,45,47.2952721,39.8734276,4035.261,227.4,32.39,Red
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,46,32.147679,114.091192,14946.176,194.9,10.54,Fuscia
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,47,58.2774681,11.4424559,10162.833,108.5,2.17,Turquoise
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,48,-6.8058522,111.9611919,16282.329,159.7,19.21,Turquoise
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,49,31.9963592,-5.1174039,1263.775,74.0,3.31,Pink
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,50,9.9497452,126.0068121,15802.549,125.7,37.82,Indigo
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,51,-26.4070347,-61.4128561,2934.254,221.2,17.79,Blue
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,52,14.0242809,-60.9758292,4843.068,124.3,25.85,Blue
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,53,34.6718873,133.8964708,15607.254,236.9,-5.56,Puce
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,54,53.3547991,-113.7233907,4433.983,205.5,30.7,Red
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,55,-7.2893545,-34.8403408,8702.503,189.4,20.44,Pink
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,56,23.284628,116.268675,15210.3,273.5,3.85,Green
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,57,22.654032,110.18122,19745.464,21.7,3.32,Crimson
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,58,22.270978,113.576677,14309.905,36.4,25.93,Red
c876bd01-2830-499a-8430-8cc62389722d,2020-05-22,2,59,7.193611,100.592145,8750.315,87.0,-7.97,Indigo
