vehicle_id,date,hour,minute,latitude,longitude,tire_pressure,speed,temperature,gas_composition
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,21,-7.056066,108.4780523,9239.987,66.9,4.75,Khaki
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,22,32.1942601,35.3736237,18576.176,120.1,5.59,Pink
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,23,46.817914,-0.626516,8795.055,217.8,25.72,Blue
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,24,-23.4214264,-57.4344451,7004.375,234.7,16.34,Aquamarine
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,25,53.6040518,24.741899,18664.287,121.3,0.74,Red
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,26,61.7983586,34.3753781,6894.003,187.8,37.48,Goldenrod
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,27,-26.3018088,-54.7192376,9188.153,232.1,24.68,Purple
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,28,-6.6591023,106.2931013,10759.753,51.9,11.41,Orange
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,29,35.579427,109.262961,2214.161,87.3,30.42,Orange
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,30,39.851469,113.463703,943.845,276.4,39.16,Mauv
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,31,27.358123,110.514837,2393.395,208.5,30.98,Orange
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,32,32.119799,34.986653,2771.459,130.5,-4.73,Fuscia
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,33,45.4123755,20.8041177,2289.512,186.6,1.95,Maroon
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,34,50.3781731,15.5447069,18739.197,108.6,20.51,Khaki
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,35,-23.5893189,-46.0107997,174.271,62.5,2.29,Crimson
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,36,-43.7567555,172.0223196,4055.949,182.5,0.73,Crimson
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,37,59.4411274,30.1610699,16611.812,117.6,3.71,Blue
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,38,23.5989926,56.5448304,1330.887,257.2,2.46,Green
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,39,39.1251493,23.6799766,6137.24,257.7,34.03,Crimson
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,40,-26.0440358,28.1574467,16995.984,0.9,10.82,Crimson
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,41,20.9414842,105.9569025,2487.218,16.6,13.63,Green
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,42,-34.6698749,-58.5616502,3969.342,173.7,26.85,Mauv
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,43,32.6892815,-16.7907398,5789.196,186.5,9.3,Violet
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,44,-19.6818529,-49.0817124,12341.257,266.3,-4.35,Aquamarine
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,45,47.357916,88.027707,7922.845,264.7,18.4,Aquamarine
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,46,49.51688,-96.50029,16218.418,225.4,4.32,Maroon
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,47,15.4418966,-61.2583352,17530.821,276.7,8.49,Maroon
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,48,49.9808189,21.726063,18768.76,6.0,16.33,Maroon
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,49,36.097577,114.392392,1553.011,155.9,22.06,Red
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,50,34.379742,117.788836,13737.251,18.4,17.22,Puce
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,51,29.985295,122.207215,19613.727,114.8,0.93,Orange
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,52,-7.9636675,112.6225104,5630.25,64.2,31.86,Pink
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,53,50.2014324,14.8328189,1172.312,2.2,5.07,Yellow
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,54,8.0155697,-71.7637309,19388.976,242.6,-6.2,Khaki
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,55,-31.3699,27.03523,2508.02,37.4,4.01,Mauv
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,56,24.1301619,55.8023118,1030.756,188.4,7.93,Orange
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,57,36.0720984,49.7013486,6494.651,77.2,38.58,Fuscia
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,58,40.6945206,-7.8725232,11217.461,22.0,2.13,Blue
4649493c-e5ac-409e-adbc-3f98168db2da,2020-05-22,2,59,48.4691324,37.0871224,16649.352,173.5,21.07,Green
